,model,name,name2,name2,ideal,dn,n,text,em
149,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_46/46_sadness_disgust_d_041.wav,../шумоподавление/DTLN_output/DTLN_46_sadness_disgust_d_041.wav,../шумоподавление/Noisereduce_output/Noisereduce_46_sadness_disgust_d_041.wav,"и вы считаете что она может следить за порядком у нас в доме? Ну ладно за порядком в доме, ну а на улице пройдите по улице что это такое везде мусор возле урен, мимо у","и вы считаете что она может слюбить за порядком у нас в доме? Ну ладно за порядком в доме, ну а на улице пройдите по улице что это такое везде мусор, возле урін, и ума у","и вы считаете что она может следить за порядком у нас в доме? Ну ладно за порядком в доме, ну а на улице пройдите по улице что это такое везде музыр, возле унимия","И вы считаете, что она может следить за порядком у нас в доме? Ну, ладно, за порядком в доме, ну а на улице, пройдите по улице, что это такое? Везде мусор, возле урн, мимо урн.",disgust
150,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_disgust_48/48_fear_disgust_f_090.wav,../шумоподавление/DTLN_output/DTLN_48_fear_disgust_f_090.wav,../шумоподавление/Noisereduce_output/Noisereduce_48_fear_disgust_f_090.wav,я страшнее ничего не смотрела,я страшнее ничего не смог яла,я страшнее ничего не смогла,Я страшнее ничего не смотрела,fear
151,Shirali/whisper-small-ru,../dataset/RESD_csv/train/disgust_enthusiasm_20/20_disgust_enthusiasm_d_110.wav,../шумоподавление/DTLN_output/DTLN_20_disgust_enthusiasm_d_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_20_disgust_enthusiasm_d_110.wav,"Кто за разом молодая, не знаешь с кем связалась.","Кто за разом молодая, не знаешь с кем связалась.","Үх ты зой разомолодай, не знаешь с кем связалась.","Ух ты, зараза молодая, не знаешь, с кем связалась?",disgust
152,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_fear_29/29_happiness_fear_h_130.wav,../шумоподавление/DTLN_output/DTLN_29_happiness_fear_h_130.wav,../шумоподавление/Noisereduce_output/Noisereduce_29_happiness_fear_h_130.wav,"Хорошо, я записываю, значит","Хорошо, я записываю, значит","Хорошо, я записываю значит","Хорошо, я записываю, значит...",happiness
153,Shirali/whisper-small-ru,../dataset/RESD_csv/train/disgust_happiness_36/36_disgust_happiness_h_100.wav,../шумоподавление/DTLN_output/DTLN_36_disgust_happiness_h_100.wav,../шумоподавление/Noisereduce_output/Noisereduce_36_disgust_happiness_h_100.wav,а мне друф мой сказал что вообще кайфу,А мне вдруг мой сказал что вообще кайфу,а мне друг мой сказал что вообще кайфу,"А мне друг мой сказал, что вообще кайфово.",happiness
154,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_sadness_45/45_happiness_sadness_h_110.wav,../шумоподавление/DTLN_output/DTLN_45_happiness_sadness_h_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_45_happiness_sadness_h_110.wav,Давай я тебе в эти могу еще и заняйся в принципе,"Давай, давай, шынтай няй",Давай я тебя еть могу үшін занять,"Давай, я тебе могу ещё и занять, в принципе.",happiness
155,Shirali/whisper-small-ru,../dataset/RESD_csv/train/01_happiness_anger/01_happiness_anger h_020.wav,../шумоподавление/DTLN_output/DTLN_01_happiness_anger h_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_01_happiness_anger h_020.wav,"Зо посмотри как ты отделась, какие на тебе туфли, а не тебе так идут, сделала причёску накрасил, сходила на маникюр.","Смотри как ты янтились, какие на тебе тукли, а не тебе так идут и сделай причёску накрайся, эскадилу не кюр","Смотри как ты айтиз, какие на тебе тук, они тебе так идут, сделай плечёск, накрасивай, сходил в ниге кео.","Зато посмотри, как ты оделась, какие на тебе туфли, они тебе так идут! Ты сделала прическу, накрасилась, сходила на маникюр...",happiness
156,Shirali/whisper-small-ru,../dataset/RESD_csv/train/enthusiasm_neutral_43/43_enthusiasm_neutral_e_010.wav,../шумоподавление/DTLN_output/DTLN_43_enthusiasm_neutral_e_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_43_enthusiasm_neutral_e_010.wav,"здравствуйте, я вот по объявлению я вам звонила.","здравствуйте, я вот по объявлению я вам звоню вам.","здравствуйте, я вот по объявлению я вам звонил вам.","Здравствуйте, я вот по объявлению вам звонила.",enthusiasm
157,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_anger_21/21_happiness_anger_h_130.wav,../шумоподавление/DTLN_output/DTLN_21_happiness_anger_h_130.wav,../шумоподавление/Noisereduce_output/Noisereduce_21_happiness_anger_h_130.wav,"эскалупы свинины, кофе без сахара и терамису, правильно?","эсколокы свинины, офибисахат и термису, правильно?","Без кого бы снимили, офиги сахара и термессу, правильно?","Эскалоп из свинины, кофе без сахара и тирамису. Правильно?",happiness
158,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_anger_22/22_fear_anger_f_060.wav,../шумоподавление/DTLN_output/DTLN_22_fear_anger_f_060.wav,../шумоподавление/Noisereduce_output/Noisereduce_22_fear_anger_f_060.wav,Да вдруг что-то случится в дороге.,Да вдруг что-то случится в дороге. Он,Да вдруг что-то случится.,"Да, вдруг что-то случится в дороге! Да ничего не случится!",fear
159,Shirali/whisper-small-ru,../dataset/RESD_csv/train/09_neutral_happiness/09_neutral_happiness n_010.wav,../шумоподавление/DTLN_output/DTLN_09_neutral_happiness n_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_09_neutral_happiness n_010.wav,"Кирилл Владимирович, э, добрый день.",кирилл ғадың дүниш ә үлбір идейн,"Кирилл Батинболевич, э, добрый день.","Кирилл Владимирович, добрый день.",neutral
160,Shirali/whisper-small-ru,../dataset/RESD_csv/train/03_disgust_neutral/03_disgust_neutral d_052.wav,../шумоподавление/DTLN_output/DTLN_03_disgust_neutral d_052.wav,../шумоподавление/Noisereduce_output/Noisereduce_03_disgust_neutral d_052.wav,"Но вы как директор школы должны прям вот быть заинтересованы в каждом ученике, а у вас получается что чуть ли моего сына сейчас не выгнать готовы.","Но выпадут, должны, прям заинтересованных карток, албас встречается что ли моего сына сейчас не выгнать готовы","Но выпавтили хражды должны прям вот быть заинтересованы в карточь, а у нас начальство что ли моего сына сейчас не выгнать готовы.","Но вы, как директор школы, должны прям вот быть заинтересованы в каждом ученике. А у вас получается, что чуть ли моего сына сейчас не выгнать готовы?",disgust
161,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_disgust_48/48_fear_disgust_d_050.wav,../шумоподавление/DTLN_output/DTLN_48_fear_disgust_d_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_48_fear_disgust_d_050.wav,"а игра актеоров посмотри, да там вообще ну негде клима ставит, там вообще какие-то, понабирали просто студентов первокурсников","а игрок теоров посмотри, да там вообще ну негде клима стоит, там вообще какие-то, да понабирали просто студентов первокурсников","а игра актеоров посмотри, да там вообще ну не для климата и там вообще какие-то, понабирали просто студента первокусников.","А игра актёров, посмотри. Да там вообще, ну негде клейма ставить. Там вообще какие-то понабирали просто студентов первокурсников. Вот это да.",disgust
162,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_e_040.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_e_040.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_e_040.wav,"ничего себе, 86, я так и представить не могу, он 30 жара как шпарит, а тут 86","Ничего себе, 86, я так и представить не надо, он 30 жара, парит а тут 87","А на чего сидит в 8,86? Я так не представить на вон 30 жара как шпарит на тут в 8,86","Ничего себе! 86! Я так и представить не могу! Он 30 жара как шпарит, а тут 86!",enthusiasm
163,Shirali/whisper-small-ru,../dataset/RESD_csv/train/enthusiasm_sadness_50/50_enthusiasm_sadness_e_070.wav,../шумоподавление/DTLN_output/DTLN_50_enthusiasm_sadness_e_070.wav,../шумоподавление/Noisereduce_output/Noisereduce_50_enthusiasm_sadness_e_070.wav,"Но он там листает обычно, да, когда с работниками разговаривает.","Ну там не стаит обычно, да?","Нон там листа, это обычно, да, когда вот с работниками подделаем?","Ну он там листает обычно, да, когда с работниками разговаривает.",enthusiasm
164,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_happiness_30/30_fear_happiness_h_010.wav,../шумоподавление/DTLN_output/DTLN_30_fear_happiness_h_010.wav,../шумоподавление/Noisereduce_output/Noisereduce_30_fear_happiness_h_010.wav,"Валерий Владимирович, добрый день можно к вам?","Балирий Владимирыч, добрый день можно к вам?","Балири Платкинрыч, добрый день можно к вам?","Валерий Владимирович, добрый день! Можно к вам?",happiness
165,Shirali/whisper-small-ru,../dataset/RESD_csv/train/disgust_enthusiasm_28/28_disgust_enthusiasm_d_080.wav,../шумоподавление/DTLN_output/DTLN_28_disgust_enthusiasm_d_080.wav,../шумоподавление/Noisereduce_output/Noisereduce_28_disgust_enthusiasm_d_080.wav,"Надо-то с перва вам надо заколоть волосы, а еще лучше одеть какой-нибудь головной убор иначе с вас может снять скальп этой самой фрезой.","Надо сперва вам надо заковыть дуло слим, а еще дула слим, а вечно айтпонимы журавнины жури начать с вас не смешь снижь сайтыпы. Самый физуи.","Надо-то с первого вам надо закрутить в голосе, а еще лучше озей сиять в тольную главную дворь иначе с вас будет снег снять, то есть сам сельский.","Но, дорогая, сперва вам надо заколоть волосы, а ещё лучше одеть какой-нибудь головной убор, иначе вас может снять скальп этой самой фрезой.",disgust
166,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_enthusiasm_24/24_sadness_enthusiasm_s_050.wav,../шумоподавление/DTLN_output/DTLN_24_sadness_enthusiasm_s_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_24_sadness_enthusiasm_s_050.wav,"веники, берёзовые.","Вените, берёзы.","Венечи, березан.",Винники Березовый,sadness
167,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_12/12_sadness_disgust_s_020.wav,../шумоподавление/DTLN_output/DTLN_12_sadness_disgust_s_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_12_sadness_disgust_s_020.wav,"я маму Володе, из девятого Б, вот заглядывая в нинник своему сыну и вижу двойку по-английскому, скажите пожалуйста, в чём дело?","Я маму, Володе, из девятого Б, вот заглядывая в ненник своему сыну, вижу двойку по-английскому, скажите пожалуйста в чём дело?","Я маму Валой из девятого Б, вот заглядывая в дни ни к своему сыну вижу бойку по-английскому, скажите пожалуйста, в чём делают?","Я мама Володи из 9-го Б. Вот заглядываю в дневник своему сыну и вижу двойку по-английскому. Скажите, пожалуйста, в чем дело?",sadness
168,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_enthusiasm_31/31_fear_enthusiasm_e_050.wav,../шумоподавление/DTLN_output/DTLN_31_fear_enthusiasm_e_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_31_fear_enthusiasm_e_050.wav,"Мам, ты сильно преувериваешь.","Мам, ты сильно преувериваешь.","Мам, ты сильно преувеличиваешь.","Мам, ты сильно преувеличиваешь.",enthusiasm
169,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_neutral_18/18_happiness_neutral_h_050.wav,../шумоподавление/DTLN_output/DTLN_18_happiness_neutral_h_050.wav,../шумоподавление/Noisereduce_output/Noisereduce_18_happiness_neutral_h_050.wav," Конечно, а после я наконец-то начну изучать любимое дело. Я давно хотела стать педагогом, обучать детей. Они такие классные."," Конечно, а после я наконец-то начну изучать любимое дело. Я давно хотела стать педагогом, обучать детей, и такие классные.","Конечно, а после я наконец-то начну изучать любимое дело. Я давно хотела стать педагогом, обучать детей, они такие классные.","Конечно! А после я наконец-то начну изучать любимое дело. Я давно хотела стать педагогом, обучать детей. Они такие классные!",happiness
170,Shirali/whisper-small-ru,../dataset/RESD_csv/train/fear_disgust_48/48_fear_disgust_f_060.wav,../шумоподавление/DTLN_output/DTLN_48_fear_disgust_f_060.wav,../шумоподавление/Noisereduce_output/Noisereduce_48_fear_disgust_f_060.wav,"вот эти вот которые выходят в ордалаки, одни чего стоят они там открывают вию глаза ну вот жуть наводит просто на меня честно говоря",деда надо хатірпуын демы,а,"Вот эти вот, которые выходят вурдалаки, одни чего стоят, они там открывают вию глаза, ну... Вот жуть наводит просто на меня, честно говоря, прям...",fear
171,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_16/16_sadness_disgust_d_081.wav,../шумоподавление/DTLN_output/DTLN_16_sadness_disgust_d_081.wav,../шумоподавление/Noisereduce_output/Noisereduce_16_sadness_disgust_d_081.wav," Ага, радовать, а еще приносить множество проблем. Сколько мы потратим на это время, а потом он скажет или она я уже не знаю что там получится, если","Ага, радовать, а еще приносить множество проблем. Сколько мы потратим на это время, а потом он скажет или она я уже не знаю что там получится, если повы","Ага, радовать, а еще принесить множество проблем. Сколько мы потратим на это время, а потом он скажет или я уже не знаю что там получится, если получ","ага, радовать, а еще приносить множество проблем. Сколько мы потратим на это времени, а потом он скажет, или она, я уж не знаю, что там получится, если получится.",disgust
172,Shirali/whisper-small-ru,../dataset/RESD_csv/train/anger_fear_42/42_anger_fear_f_150.wav,../шумоподавление/DTLN_output/DTLN_42_anger_fear_f_150.wav,../шумоподавление/Noisereduce_output/Noisereduce_42_anger_fear_f_150.wav,"Если он пару раз крикнул, это не значит, что он постоянно кричит ночь.","Если он пару раз кризнул, это не значит, что он постоянно кричит «но",Если он пару раз крику это не значит он постоянно кчитнуть.,"Если он пару раз крикнул, это не значит, что он постоянно кричит ночью.",fear
173,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_fear_29/29_happiness_fear_h_140.wav,../шумоподавление/DTLN_output/DTLN_29_happiness_fear_h_140.wav,../шумоподавление/Noisereduce_output/Noisereduce_29_happiness_fear_h_140.wav,"и бойтесь, вам приедут самые лучшие едой специально приготовленные для вас",пойти к вам приедут самые лучшие едой специально приготовленные для вас,"и бойтесь, вам приедут самые лучшие едой специально приготовленные для вас","Не бойтесь, к вам приедут с самой лучшей едой, специально приготовленной для вас.",happiness
174,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_16/16_sadness_disgust_s_020.wav,../шумоподавление/DTLN_output/DTLN_16_sadness_disgust_s_020.wav,../шумоподавление/Noisereduce_output/Noisereduce_16_sadness_disgust_s_020.wav,"вно ты видишь понимаешь что наша семья не полная, ребенок это счастье он будет рядом он будет улыбаться тебе","Велосипедец понимает что наша семья не паим. Девёнок это счастье, он будет рядом, будет улыбаться тебе.","Знал ты весь понимаешь, что наши сын дали ему, ребёнок это счастье, он будет рядом, будет лобаться тебе.","Но ты ведь понимаешь, что наша семья не полная. Ребёнок — это счастье. Он будет рядом, он будет улыбаться тебе.",sadness
175,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_fear_29/29_happiness_fear_f_110.wav,../шумоподавление/DTLN_output/DTLN_29_happiness_fear_f_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_29_happiness_fear_f_110.wav,"Но что, мерстить мне у им не надо, ну пожалуйста мне","Но что вы меня ждите мне, у меня был не нужен пожалуйста мне","Тихо, ну что, не растите меня у меня, аллыдол не нужен, пожалуйста мне","Ну что вы меня ртите? Мне лендл не нужен, пожалуйста мне...",fear
176,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_disgust_33/33_sadness_disgust_s_110.wav,../шумоподавление/DTLN_output/DTLN_33_sadness_disgust_s_110.wav,../шумоподавление/Noisereduce_output/Noisereduce_33_sadness_disgust_s_110.wav,внешность обманчивает,Внешность манчует.,внешность обманчив,Внешность обманчива.,sadness
177,Shirali/whisper-small-ru,../dataset/RESD_csv/train/disgust_enthusiasm_20/20_disgust_enthusiasm_e_120.wav,../шумоподавление/DTLN_output/DTLN_20_disgust_enthusiasm_e_120.wav,../шумоподавление/Noisereduce_output/Noisereduce_20_disgust_enthusiasm_e_120.wav,"о чём мы будем с вами договариваться, очень интересно.","о чём угодно с вами договорились, очень интересно","о чём будем с вами договариваться, очень интересно.",О чем мы будем с вами договариваться? И это очень интересно!,enthusiasm
178,Shirali/whisper-small-ru,../dataset/RESD_csv/train/sadness_anger_39/39_sadness_anger_s_030.wav,../шумоподавление/DTLN_output/DTLN_39_sadness_anger_s_030.wav,../шумоподавление/Noisereduce_output/Noisereduce_39_sadness_anger_s_030.wav,"Ну что же мне делать, он на руках у меня лежит, что я его пытаюсь откачать, я его бью по щекам, а он мне очни никак не может очнуться и подскажить.","Что же не делать, руках не движет. Что я-то пытаюсь откачать, я его бью по щекам, а он неочень никак не может очнуться и подскажить.","Ну что же мне делать, на руках он лежит, что я его пытаюсь откачать, я его бью пищекам, а он мне очень никак не может очнуться и подскажить.",Что же мне делать? Он лежит на руках Я пытаюсь его откачать Я бью его по щекам Он не может очнуться Подскажите...,sadness
179,Shirali/whisper-small-ru,../dataset/RESD_csv/train/happiness_neutral_38/38_happiness_neutral_n_100.wav,../шумоподавление/DTLN_output/DTLN_38_happiness_neutral_n_100.wav,../шумоподавление/Noisereduce_output/Noisereduce_38_happiness_neutral_n_100.wav," течение пяти дней. Но не забывайте, что мы заботимся о вас и о ваших товарах которые вы пересылаетесь с помощью нашей компании. А теперь пожалуйста оставайтесь на линии",и о ваших товарах которые пересылаетесь с помощью нашей компании. А теперь пожалуйста оставайтесь на линии,"течет эти, не спать чтобы не заботиться о раз я ваших товар которые присылает с помощью нашей компании, а теперь пожалуйста ставайтесь на линии","в течение пяти дней. Но не забывайте, что мы заботимся о вас и о ваших товарах, которые вы пересылаете с помощью нашей компании. А теперь, пожалуйста, оставайтесь на линии.",neutral
