,number,model,file,label_pred,label_true,rez_from_model,t1
203,45,Aniemore/wavlm-emotion-russian-resd,neutral_fear_27/27_neutral_fear_f_090.wav,fear,fear,"[{'score': 0.9996911287307739, 'label': 'fear'}, {'score': 0.00013987057900521904, 'label': 'sadness'}, {'score': 6.918900908203796e-05, 'label': 'enthusiasm'}, {'score': 3.23749627568759e-05, 'label': 'happiness'}, {'score': 3.0343006073962897e-05, 'label': 'disgust'}]",0.9196252822875977
204,48,Aniemore/wavlm-emotion-russian-resd,10_happiness_anger/10_happiness_anger h_060.wav,enthusiasm,happiness,"[{'score': 0.9957661628723145, 'label': 'enthusiasm'}, {'score': 0.0038044743705540895, 'label': 'neutral'}, {'score': 0.0002933336072601378, 'label': 'happiness'}, {'score': 6.253115134313703e-05, 'label': 'disgust'}, {'score': 4.4441938371164724e-05, 'label': 'fear'}]",0.21462368965148926
205,51,Aniemore/wavlm-emotion-russian-resd,neutral_disgust_17/17_neutral_disgust_d_080.wav,disgust,disgust,"[{'score': 0.9149459600448608, 'label': 'disgust'}, {'score': 0.08044089376926422, 'label': 'fear'}, {'score': 0.002318562241271138, 'label': 'sadness'}, {'score': 0.0015011265641078353, 'label': 'enthusiasm'}, {'score': 0.000369739078450948, 'label': 'anger'}]",2.20381760597229
206,54,Aniemore/wavlm-emotion-russian-resd,fear_anger_22/22_fear_anger_a_100.wav,anger,anger,"[{'score': 0.9997515082359314, 'label': 'anger'}, {'score': 9.158830653177574e-05, 'label': 'happiness'}, {'score': 6.751457112841308e-05, 'label': 'fear'}, {'score': 5.117301407153718e-05, 'label': 'disgust'}, {'score': 2.7267245968687348e-05, 'label': 'neutral'}]",0.5273051261901855
207,57,Aniemore/wavlm-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_130.wav,enthusiasm,enthusiasm,"[{'score': 0.9984403252601624, 'label': 'enthusiasm'}, {'score': 0.0012481228914111853, 'label': 'happiness'}, {'score': 0.00021444135927595198, 'label': 'disgust'}, {'score': 4.079035352333449e-05, 'label': 'neutral'}, {'score': 3.172810829710215e-05, 'label': 'fear'}]",0.6019933223724365
208,60,Aniemore/wavlm-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_100.wav,anger,happiness,"[{'score': 0.9825066924095154, 'label': 'anger'}, {'score': 0.01706870086491108, 'label': 'happiness'}, {'score': 0.00018430169438943267, 'label': 'disgust'}, {'score': 0.00014256039867177606, 'label': 'fear'}, {'score': 5.995275205350481e-05, 'label': 'neutral'}]",0.43697619438171387
209,63,Aniemore/wavlm-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_010.wav,happiness,happiness,"[{'score': 0.999667763710022, 'label': 'happiness'}, {'score': 0.00018657183682080358, 'label': 'enthusiasm'}, {'score': 4.495000757742673e-05, 'label': 'fear'}, {'score': 3.821156496996991e-05, 'label': 'anger'}, {'score': 2.9616559913847595e-05, 'label': 'sadness'}]",0.7885890007019043
210,66,Aniemore/wavlm-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_e_050.wav,neutral,enthusiasm,"[{'score': 0.9989439845085144, 'label': 'neutral'}, {'score': 0.0009901737794280052, 'label': 'enthusiasm'}, {'score': 2.290864722453989e-05, 'label': 'sadness'}, {'score': 1.766691275406629e-05, 'label': 'happiness'}, {'score': 1.2026033800793812e-05, 'label': 'anger'}]",0.22789835929870605
211,69,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_33/33_sadness_disgust_d_050.wav,disgust,disgust,"[{'score': 0.9943302869796753, 'label': 'disgust'}, {'score': 0.0054944343864917755, 'label': 'anger'}, {'score': 8.164314203895628e-05, 'label': 'fear'}, {'score': 3.817719698417932e-05, 'label': 'enthusiasm'}, {'score': 3.439440843067132e-05, 'label': 'sadness'}]",0.9927687644958496
212,72,Aniemore/wavlm-emotion-russian-resd,fear_enthusiasm_31/31_fear_enthusiasm_f_120.wav,fear,fear,"[{'score': 0.9747910499572754, 'label': 'fear'}, {'score': 0.02295713685452938, 'label': 'disgust'}, {'score': 0.0009924081386998296, 'label': 'sadness'}, {'score': 0.0005611648084595799, 'label': 'enthusiasm'}, {'score': 0.00032123419805429876, 'label': 'happiness'}]",1.1412584781646729
213,75,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_n_110.wav,neutral,neutral,"[{'score': 0.9995357990264893, 'label': 'neutral'}, {'score': 0.00038915890036150813, 'label': 'enthusiasm'}, {'score': 4.125814666622318e-05, 'label': 'sadness'}, {'score': 1.1346888641128317e-05, 'label': 'anger'}, {'score': 8.88025442691287e-06, 'label': 'disgust'}]",0.6467163562774658
214,78,Aniemore/wavlm-emotion-russian-resd,anger_fear_14/14_anger_fear_a_061.wav,anger,anger,"[{'score': 0.9996383190155029, 'label': 'anger'}, {'score': 0.00015815449296496809, 'label': 'happiness'}, {'score': 0.0001136040227720514, 'label': 'fear'}, {'score': 4.350086965132505e-05, 'label': 'neutral'}, {'score': 3.387188553460874e-05, 'label': 'disgust'}]",1.0254764556884766
215,81,Aniemore/wavlm-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_100.wav,disgust,disgust,"[{'score': 0.9992051720619202, 'label': 'disgust'}, {'score': 0.00062284164596349, 'label': 'anger'}, {'score': 8.657012222101912e-05, 'label': 'sadness'}, {'score': 4.462435390450992e-05, 'label': 'fear'}, {'score': 2.436599970678799e-05, 'label': 'enthusiasm'}]",1.8238952159881592
216,84,Aniemore/wavlm-emotion-russian-resd,anger_disgust_25/25_anger_disgust_a_050.wav,happiness,anger,"[{'score': 0.8515562415122986, 'label': 'happiness'}, {'score': 0.14763379096984863, 'label': 'anger'}, {'score': 0.0002397268544882536, 'label': 'fear'}, {'score': 0.0002040491090156138, 'label': 'disgust'}, {'score': 0.00016541144577786326, 'label': 'enthusiasm'}]",0.6292636394500732
217,87,Aniemore/wavlm-emotion-russian-resd,fear_anger_22/22_fear_anger_a_070.wav,anger,anger,"[{'score': 0.9997362494468689, 'label': 'anger'}, {'score': 9.459472494199872e-05, 'label': 'happiness'}, {'score': 8.139525743899867e-05, 'label': 'fear'}, {'score': 3.989823017036542e-05, 'label': 'disgust'}, {'score': 3.479026418062858e-05, 'label': 'neutral'}]",1.5390512943267822
218,90,Aniemore/wavlm-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_n_110.wav,neutral,neutral,"[{'score': 0.9997699856758118, 'label': 'neutral'}, {'score': 7.686144817853346e-05, 'label': 'sadness'}, {'score': 6.135548028396443e-05, 'label': 'enthusiasm'}, {'score': 3.902071330230683e-05, 'label': 'disgust'}, {'score': 2.9112808988429606e-05, 'label': 'anger'}]",1.185209035873413
219,93,Aniemore/wavlm-emotion-russian-resd,enthusiasm_fear_40/40_enthusiasm_fear_f_120.wav,fear,fear,"[{'score': 0.9994983673095703, 'label': 'fear'}, {'score': 0.00033398016239516437, 'label': 'sadness'}, {'score': 5.056060035713017e-05, 'label': 'happiness'}, {'score': 4.6276996727101505e-05, 'label': 'enthusiasm'}, {'score': 2.9272780011524446e-05, 'label': 'anger'}]",0.38344430923461914
220,96,Aniemore/wavlm-emotion-russian-resd,fear_disgust_48/48_fear_disgust_f_080.wav,sadness,fear,"[{'score': 0.9935463070869446, 'label': 'sadness'}, {'score': 0.005881696008145809, 'label': 'fear'}, {'score': 0.0001950572623172775, 'label': 'enthusiasm'}, {'score': 0.00014497000665869564, 'label': 'neutral'}, {'score': 0.00010938747436739504, 'label': 'disgust'}]",0.3509228229522705
221,99,Aniemore/wavlm-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_110.wav,neutral,sadness,"[{'score': 0.7542337775230408, 'label': 'neutral'}, {'score': 0.24491791427135468, 'label': 'sadness'}, {'score': 0.00046648966963402927, 'label': 'disgust'}, {'score': 0.00014370614371728152, 'label': 'anger'}, {'score': 0.00010292108345311135, 'label': 'fear'}]",0.7676894664764404
222,102,Aniemore/wavlm-emotion-russian-resd,enthusiasm_happiness_26/26_enthusiasm_happiness_h_120.wav,happiness,happiness,"[{'score': 0.9986415505409241, 'label': 'happiness'}, {'score': 0.0006034128018654883, 'label': 'enthusiasm'}, {'score': 0.0005520181148312986, 'label': 'neutral'}, {'score': 8.648225775687024e-05, 'label': 'fear'}, {'score': 8.132931543514132e-05, 'label': 'anger'}]",1.5070810317993164
223,105,Aniemore/wavlm-emotion-russian-resd,01_happiness_anger/01_happiness_anger h_030.wav,happiness,happiness,"[{'score': 0.9995648264884949, 'label': 'happiness'}, {'score': 0.00016010241233743727, 'label': 'enthusiasm'}, {'score': 0.00011540589184733108, 'label': 'fear'}, {'score': 5.5792275816202164e-05, 'label': 'anger'}, {'score': 4.987869397155009e-05, 'label': 'sadness'}]",0.5817458629608154
224,108,Aniemore/wavlm-emotion-russian-resd,enthusiasm_neutral_37/37_enthusiasm_neutral_e_090.wav,enthusiasm,enthusiasm,"[{'score': 0.9996479749679565, 'label': 'enthusiasm'}, {'score': 0.00012910350051242858, 'label': 'neutral'}, {'score': 0.00012047951167915016, 'label': 'happiness'}, {'score': 8.482825069222599e-05, 'label': 'disgust'}, {'score': 9.501622116658837e-06, 'label': 'fear'}]",1.3417317867279053
225,111,Aniemore/wavlm-emotion-russian-resd,enthusiasm_sadness_15/15_enthusiasm_sadness_e_032.wav,enthusiasm,enthusiasm,"[{'score': 0.9975602626800537, 'label': 'enthusiasm'}, {'score': 0.00228114053606987, 'label': 'neutral'}, {'score': 0.00010251362982671708, 'label': 'happiness'}, {'score': 2.039538958342746e-05, 'label': 'disgust'}, {'score': 1.6257999959634617e-05, 'label': 'anger'}]",1.8325221538543701
226,114,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_n_020.wav,enthusiasm,neutral,"[{'score': 0.5779542326927185, 'label': 'enthusiasm'}, {'score': 0.20336245000362396, 'label': 'happiness'}, {'score': 0.1820744276046753, 'label': 'neutral'}, {'score': 0.03349567949771881, 'label': 'disgust'}, {'score': 0.0015818329993635416, 'label': 'fear'}]",0.3152618408203125
227,117,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_h_150.wav,happiness,happiness,"[{'score': 0.997150719165802, 'label': 'happiness'}, {'score': 0.0026118820533156395, 'label': 'anger'}, {'score': 0.00014335080049932003, 'label': 'fear'}, {'score': 3.3201555197592825e-05, 'label': 'sadness'}, {'score': 2.253165985166561e-05, 'label': 'enthusiasm'}]",0.9966027736663818
228,120,Aniemore/wavlm-emotion-russian-resd,03_disgust_neutral/03_disgust_neutral n_010.wav,neutral,neutral,"[{'score': 0.609874963760376, 'label': 'neutral'}, {'score': 0.3871833086013794, 'label': 'sadness'}, {'score': 0.0020441103260964155, 'label': 'enthusiasm'}, {'score': 0.0003612650325521827, 'label': 'happiness'}, {'score': 0.0002413945330772549, 'label': 'disgust'}]",0.1676316261291504
229,123,Aniemore/wavlm-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_h_070.wav,sadness,happiness,"[{'score': 0.9901167750358582, 'label': 'sadness'}, {'score': 0.007431968580931425, 'label': 'happiness'}, {'score': 0.002044402528554201, 'label': 'fear'}, {'score': 0.0001408775569871068, 'label': 'neutral'}, {'score': 0.00010599844245007262, 'label': 'anger'}]",1.9262428283691406
230,126,Aniemore/wavlm-emotion-russian-resd,05_neutral_fear/05_neutral_fear f_061.wav,fear,fear,"[{'score': 0.9995226860046387, 'label': 'fear'}, {'score': 0.00034328718902543187, 'label': 'sadness'}, {'score': 4.1779781895456836e-05, 'label': 'happiness'}, {'score': 3.2044485124060884e-05, 'label': 'enthusiasm'}, {'score': 2.767646947177127e-05, 'label': 'anger'}]",1.649728775024414
231,129,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_38/38_happiness_neutral_h_040.wav,happiness,happiness,"[{'score': 0.9975852966308594, 'label': 'happiness'}, {'score': 0.0017854615580290556, 'label': 'sadness'}, {'score': 0.0002456202928442508, 'label': 'enthusiasm'}, {'score': 0.00021778439986519516, 'label': 'neutral'}, {'score': 0.00010024164657806978, 'label': 'fear'}]",1.0639598369598389
232,132,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_d_090.wav,disgust,disgust,"[{'score': 0.9997285008430481, 'label': 'disgust'}, {'score': 0.00010735517571447417, 'label': 'enthusiasm'}, {'score': 6.597681931452826e-05, 'label': 'sadness'}, {'score': 5.772541408077814e-05, 'label': 'anger'}, {'score': 2.2140389773994684e-05, 'label': 'neutral'}]",0.9810245037078857
233,135,Aniemore/wavlm-emotion-russian-resd,happiness_sadness_45/45_happiness_sadness_s_160.wav,sadness,sadness,"[{'score': 0.9637157917022705, 'label': 'sadness'}, {'score': 0.016979223117232323, 'label': 'happiness'}, {'score': 0.016720959916710854, 'label': 'fear'}, {'score': 0.0015430336352437735, 'label': 'disgust'}, {'score': 0.0005382887320593, 'label': 'anger'}]",0.36496996879577637
234,138,Aniemore/wavlm-emotion-russian-resd,07_fear_neutral/07_fear_neutral f_040.wav,fear,fear,"[{'score': 0.9993577599525452, 'label': 'fear'}, {'score': 0.0002354596072109416, 'label': 'enthusiasm'}, {'score': 0.00020611751824617386, 'label': 'sadness'}, {'score': 8.252351108239964e-05, 'label': 'disgust'}, {'score': 5.692354534403421e-05, 'label': 'happiness'}]",0.9545888900756836
235,141,Aniemore/wavlm-emotion-russian-resd,disgust_enthusiasm_28/28_disgust_enthusiasm_e_040.wav,enthusiasm,enthusiasm,"[{'score': 0.9996322393417358, 'label': 'enthusiasm'}, {'score': 0.00014285418728832155, 'label': 'neutral'}, {'score': 0.00013695679081138223, 'label': 'disgust'}, {'score': 6.125478103058413e-05, 'label': 'fear'}, {'score': 1.619995600776747e-05, 'label': 'happiness'}]",0.2737727165222168
236,144,Aniemore/wavlm-emotion-russian-resd,happiness_enthusiasm_32/32_happiness_enthusiasm_h_080.wav,happiness,happiness,"[{'score': 0.9982920289039612, 'label': 'happiness'}, {'score': 0.0012268940918147564, 'label': 'fear'}, {'score': 0.0002032801421592012, 'label': 'enthusiasm'}, {'score': 0.00016695840167813003, 'label': 'anger'}, {'score': 6.291279714787379e-05, 'label': 'neutral'}]",1.8400580883026123
237,147,Aniemore/wavlm-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm e_040.wav,neutral,enthusiasm,"[{'score': 0.9799449443817139, 'label': 'neutral'}, {'score': 0.019925836473703384, 'label': 'enthusiasm'}, {'score': 3.3641910704318434e-05, 'label': 'sadness'}, {'score': 2.9232111046439968e-05, 'label': 'anger'}, {'score': 2.7745514671551064e-05, 'label': 'disgust'}]",0.8254265785217285
238,150,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_12/12_sadness_disgust_s_060.wav,sadness,sadness,"[{'score': 0.9996427297592163, 'label': 'sadness'}, {'score': 0.0001348580262856558, 'label': 'neutral'}, {'score': 0.00010055583697976544, 'label': 'disgust'}, {'score': 7.358673610724509e-05, 'label': 'fear'}, {'score': 2.4436489184154198e-05, 'label': 'happiness'}]",0.921095609664917
239,153,Aniemore/wavlm-emotion-russian-resd,fear_anger_22/22_fear_anger_a_050.wav,anger,anger,"[{'score': 0.9996271133422852, 'label': 'anger'}, {'score': 0.0002050561597570777, 'label': 'happiness'}, {'score': 0.00010517805640120059, 'label': 'fear'}, {'score': 2.8182224923511967e-05, 'label': 'disgust'}, {'score': 2.3159747797762975e-05, 'label': 'neutral'}]",0.5852816104888916
240,156,Aniemore/wavlm-emotion-russian-resd,disgust_enthusiasm_28/28_disgust_enthusiasm_e_100.wav,enthusiasm,enthusiasm,"[{'score': 0.9996252059936523, 'label': 'enthusiasm'}, {'score': 0.00028038816526532173, 'label': 'neutral'}, {'score': 3.380080306669697e-05, 'label': 'happiness'}, {'score': 2.7947126000071876e-05, 'label': 'fear'}, {'score': 2.3256157874129713e-05, 'label': 'disgust'}]",0.8803849220275879
241,159,Aniemore/wavlm-emotion-russian-resd,neutral_fear_27/27_neutral_fear_f_120.wav,fear,fear,"[{'score': 0.9996925592422485, 'label': 'fear'}, {'score': 0.00010430419206386432, 'label': 'sadness'}, {'score': 0.0001020357885863632, 'label': 'enthusiasm'}, {'score': 3.221313454560004e-05, 'label': 'happiness'}, {'score': 2.7765778213506564e-05, 'label': 'anger'}]",1.4962635040283203
242,162,Aniemore/wavlm-emotion-russian-resd,04_fear_enthusiasm/04_fear_enthusiasm f_110.wav,fear,fear,"[{'score': 0.9992403984069824, 'label': 'fear'}, {'score': 0.00036957458360120654, 'label': 'happiness'}, {'score': 0.0001842854544520378, 'label': 'sadness'}, {'score': 8.013179467525333e-05, 'label': 'anger'}, {'score': 7.164509588619694e-05, 'label': 'disgust'}]",0.8953847885131836
243,165,Aniemore/wavlm-emotion-russian-resd,01_happiness_anger/01_happiness_anger a_090.wav,anger,anger,"[{'score': 0.9996665716171265, 'label': 'anger'}, {'score': 0.0002208637451985851, 'label': 'disgust'}, {'score': 4.7406847443198785e-05, 'label': 'fear'}, {'score': 3.380278576514684e-05, 'label': 'happiness'}, {'score': 2.1274041500873864e-05, 'label': 'neutral'}]",0.6223573684692383
244,168,Aniemore/wavlm-emotion-russian-resd,sadness_anger_39/39_sadness_anger_s_090.wav,sadness,sadness,"[{'score': 0.9995284080505371, 'label': 'sadness'}, {'score': 0.00019239769608248025, 'label': 'disgust'}, {'score': 0.0001751121017150581, 'label': 'neutral'}, {'score': 5.249261812423356e-05, 'label': 'fear'}, {'score': 2.6633340894477442e-05, 'label': 'anger'}]",3.13340425491333
245,171,Aniemore/wavlm-emotion-russian-resd,fear_anger_22/22_fear_anger_f_100.wav,fear,fear,"[{'score': 0.9945499300956726, 'label': 'fear'}, {'score': 0.004317260812968016, 'label': 'disgust'}, {'score': 0.0006685703410767019, 'label': 'sadness'}, {'score': 0.0003009579668287188, 'label': 'anger'}, {'score': 7.223148713819683e-05, 'label': 'enthusiasm'}]",0.9090425968170166
246,174,Aniemore/wavlm-emotion-russian-resd,07_fear_neutral/07_fear_neutral n_060.wav,neutral,neutral,"[{'score': 0.9990984201431274, 'label': 'neutral'}, {'score': 0.0007245776359923184, 'label': 'enthusiasm'}, {'score': 0.00012542105105239898, 'label': 'sadness'}, {'score': 2.3701397367403843e-05, 'label': 'happiness'}, {'score': 1.694038655841723e-05, 'label': 'anger'}]",0.209364652633667
247,177,Aniemore/wavlm-emotion-russian-resd,neutral_anger_44/44_neutral_anger_a_160.wav,anger,anger,"[{'score': 0.9997265934944153, 'label': 'anger'}, {'score': 0.00013841375766787678, 'label': 'disgust'}, {'score': 6.18396807112731e-05, 'label': 'fear'}, {'score': 4.4197899114806205e-05, 'label': 'happiness'}, {'score': 1.9328936105011962e-05, 'label': 'neutral'}]",1.061647891998291
248,180,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_46/46_sadness_disgust_d_063.wav,fear,disgust,"[{'score': 0.8185815811157227, 'label': 'fear'}, {'score': 0.17721058428287506, 'label': 'disgust'}, {'score': 0.002485047560185194, 'label': 'sadness'}, {'score': 0.0010701948776841164, 'label': 'anger'}, {'score': 0.00042704996303655207, 'label': 'enthusiasm'}]",0.7654116153717041
249,183,Aniemore/wavlm-emotion-russian-resd,enthusiasm_happiness_26/26_enthusiasm_happiness_e_030.wav,enthusiasm,enthusiasm,"[{'score': 0.9724366664886475, 'label': 'enthusiasm'}, {'score': 0.02564709633588791, 'label': 'disgust'}, {'score': 0.0009633248555473983, 'label': 'anger'}, {'score': 0.0004989560111425817, 'label': 'happiness'}, {'score': 0.0003300328680779785, 'label': 'fear'}]",0.384838342666626
250,186,Aniemore/wavlm-emotion-russian-resd,enthusiasm_fear_40/40_enthusiasm_fear_e_050.wav,enthusiasm,enthusiasm,"[{'score': 0.996174693107605, 'label': 'enthusiasm'}, {'score': 0.0030222597997635603, 'label': 'disgust'}, {'score': 0.0004328200302552432, 'label': 'sadness'}, {'score': 0.0002331851574126631, 'label': 'neutral'}, {'score': 7.456642197212204e-05, 'label': 'happiness'}]",0.32727980613708496
251,189,Aniemore/wavlm-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_070.wav,disgust,disgust,"[{'score': 0.9989609718322754, 'label': 'disgust'}, {'score': 0.0007369645172730088, 'label': 'sadness'}, {'score': 0.00013290629431139678, 'label': 'fear'}, {'score': 0.00011215938138775527, 'label': 'anger'}, {'score': 3.1048792152432725e-05, 'label': 'enthusiasm'}]",1.5225083827972412
252,192,Aniemore/wavlm-emotion-russian-resd,fear_happiness_30/30_fear_happiness_f_110.wav,disgust,fear,"[{'score': 0.9988294243812561, 'label': 'disgust'}, {'score': 0.0008989391499198973, 'label': 'sadness'}, {'score': 0.00014301389455795288, 'label': 'anger'}, {'score': 7.514062599511817e-05, 'label': 'fear'}, {'score': 3.0217153835110366e-05, 'label': 'enthusiasm'}]",0.46193552017211914
253,195,Aniemore/wavlm-emotion-russian-resd,02_anger_sadness/02_anger_sadness a_042.wav,anger,anger,"[{'score': 0.8703439235687256, 'label': 'anger'}, {'score': 0.12613335251808167, 'label': 'happiness'}, {'score': 0.0016074137529358268, 'label': 'disgust'}, {'score': 0.0012022634036839008, 'label': 'neutral'}, {'score': 0.0004058718914166093, 'label': 'fear'}]",1.2090644836425781
254,198,Aniemore/wavlm-emotion-russian-resd,09_neutral_happiness/09_neutral_happiness n_052.wav,neutral,neutral,"[{'score': 0.9997554421424866, 'label': 'neutral'}, {'score': 0.00010817738802870736, 'label': 'sadness'}, {'score': 8.047951268963516e-05, 'label': 'enthusiasm'}, {'score': 1.5475248801521957e-05, 'label': 'happiness'}, {'score': 1.5028664165583905e-05, 'label': 'disgust'}]",1.579247236251831
255,201,Aniemore/wavlm-emotion-russian-resd,fear_anger_22/22_fear_anger_a_150.wav,anger,anger,"[{'score': 0.999754011631012, 'label': 'anger'}, {'score': 8.143567538354546e-05, 'label': 'fear'}, {'score': 7.298691343748942e-05, 'label': 'disgust'}, {'score': 5.775342651759274e-05, 'label': 'happiness'}, {'score': 2.2598003852181137e-05, 'label': 'neutral'}]",0.4114968776702881
256,204,Aniemore/wavlm-emotion-russian-resd,02_anger_sadness/02_anger_sadness a_011.wav,anger,anger,"[{'score': 0.9997487664222717, 'label': 'anger'}, {'score': 0.00010580992238828912, 'label': 'happiness'}, {'score': 6.389134796336293e-05, 'label': 'disgust'}, {'score': 4.7031338908709586e-05, 'label': 'fear'}, {'score': 2.5227704099961556e-05, 'label': 'neutral'}]",1.3573660850524902
257,207,Aniemore/wavlm-emotion-russian-resd,happiness_sadness_45/45_happiness_sadness_s_141.wav,sadness,sadness,"[{'score': 0.9992431402206421, 'label': 'sadness'}, {'score': 0.00032805156661197543, 'label': 'fear'}, {'score': 0.00024936432600952685, 'label': 'disgust'}, {'score': 9.725034033181146e-05, 'label': 'happiness'}, {'score': 3.754064528038725e-05, 'label': 'neutral'}]",2.5886495113372803
258,210,Aniemore/wavlm-emotion-russian-resd,neutral_anger_44/44_neutral_anger_a_030.wav,anger,anger,"[{'score': 0.9980069994926453, 'label': 'anger'}, {'score': 0.0018371751066297293, 'label': 'disgust'}, {'score': 7.910538261057809e-05, 'label': 'fear'}, {'score': 3.431506411288865e-05, 'label': 'neutral'}, {'score': 2.3512284315074794e-05, 'label': 'happiness'}]",0.739234447479248
259,213,Aniemore/wavlm-emotion-russian-resd,enthusiasm_neutral_43/43_enthusiasm_neutral_e_110.wav,enthusiasm,enthusiasm,"[{'score': 0.9936135411262512, 'label': 'enthusiasm'}, {'score': 0.0059519922360777855, 'label': 'fear'}, {'score': 0.0002920821134466678, 'label': 'happiness'}, {'score': 7.542651292169467e-05, 'label': 'neutral'}, {'score': 3.851424844469875e-05, 'label': 'disgust'}]",1.6210763454437256
260,216,Aniemore/wavlm-emotion-russian-resd,sadness_happiness_49/49_sadness_happiness_s_072.wav,sadness,sadness,"[{'score': 0.9996238946914673, 'label': 'sadness'}, {'score': 0.00012658743071369827, 'label': 'neutral'}, {'score': 0.00010989257134497166, 'label': 'disgust'}, {'score': 9.162614878732711e-05, 'label': 'fear'}, {'score': 2.279013642692007e-05, 'label': 'happiness'}]",1.6796445846557617
261,219,Aniemore/wavlm-emotion-russian-resd,disgust_enthusiasm_20/20_disgust_enthusiasm_e_130.wav,enthusiasm,enthusiasm,"[{'score': 0.9995537400245667, 'label': 'enthusiasm'}, {'score': 0.0001738089631544426, 'label': 'neutral'}, {'score': 0.00015742906543891877, 'label': 'disgust'}, {'score': 9.016849799081683e-05, 'label': 'happiness'}, {'score': 1.342542873317143e-05, 'label': 'fear'}]",0.31475329399108887
262,222,Aniemore/wavlm-emotion-russian-resd,fear_disgust_41/41_fear_disgust_d_080.wav,disgust,disgust,"[{'score': 0.9996625185012817, 'label': 'disgust'}, {'score': 0.00012046035408275202, 'label': 'sadness'}, {'score': 7.669839396839961e-05, 'label': 'enthusiasm'}, {'score': 6.509507511509582e-05, 'label': 'anger'}, {'score': 6.237718480406329e-05, 'label': 'fear'}]",1.144026517868042
263,225,Aniemore/wavlm-emotion-russian-resd,enthusiasm_sadness_50/50_enthusiasm_sadness_s_130.wav,sadness,sadness,"[{'score': 0.9989622831344604, 'label': 'sadness'}, {'score': 0.0005208115908317268, 'label': 'disgust'}, {'score': 0.0003181189822498709, 'label': 'fear'}, {'score': 0.0001402567868353799, 'label': 'neutral'}, {'score': 3.899517469108105e-05, 'label': 'anger'}]",0.4372437000274658
264,228,Aniemore/wavlm-emotion-russian-resd,08_sadness_anger/08_sadness_anger s_130.wav,sadness,sadness,"[{'score': 0.99944669008255, 'label': 'sadness'}, {'score': 0.00028615366318263113, 'label': 'fear'}, {'score': 0.0001479137281421572, 'label': 'neutral'}, {'score': 7.377396104857326e-05, 'label': 'disgust'}, {'score': 2.102677899529226e-05, 'label': 'happiness'}]",1.4290900230407715
265,231,Aniemore/wavlm-emotion-russian-resd,05_neutral_fear/05_neutral_fear f_070.wav,fear,fear,"[{'score': 0.9982764720916748, 'label': 'fear'}, {'score': 0.0015427486505359411, 'label': 'sadness'}, {'score': 5.339032941265032e-05, 'label': 'disgust'}, {'score': 3.842588193947449e-05, 'label': 'happiness'}, {'score': 3.581422788556665e-05, 'label': 'enthusiasm'}]",0.7226095199584961
266,234,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_33/33_sadness_disgust_d_090.wav,enthusiasm,disgust,"[{'score': 0.6502755284309387, 'label': 'enthusiasm'}, {'score': 0.31452512741088867, 'label': 'disgust'}, {'score': 0.034667402505874634, 'label': 'neutral'}, {'score': 0.000230535413720645, 'label': 'sadness'}, {'score': 0.0001370394165860489, 'label': 'fear'}]",1.0502002239227295
267,237,Aniemore/wavlm-emotion-russian-resd,sadness_disgust_46/46_sadness_disgust_s_030.wav,sadness,sadness,"[{'score': 0.9931649565696716, 'label': 'sadness'}, {'score': 0.006568686570972204, 'label': 'neutral'}, {'score': 0.0001519187935627997, 'label': 'disgust'}, {'score': 4.988344153389335e-05, 'label': 'fear'}, {'score': 2.237315129605122e-05, 'label': 'happiness'}]",1.0308332443237305
268,240,Aniemore/wavlm-emotion-russian-resd,happiness_neutral_23/23_happiness_neutral_n_050.wav,neutral,neutral,"[{'score': 0.9997816681861877, 'label': 'neutral'}, {'score': 0.00010850528633454815, 'label': 'enthusiasm'}, {'score': 7.258065306814387e-05, 'label': 'sadness'}, {'score': 1.286629503738368e-05, 'label': 'anger'}, {'score': 8.667240763315931e-06, 'label': 'happiness'}]",0.3663487434387207
